gene_id	log2(fold_change)	q_value	p_value	significant	value_1	value_2
YNL272C	0.102238	0.0256059	0.0178	yes	36.7222	39.419
YNL273W	0.272204	9.44412e-05	5e-05	yes	7.61515	9.19645
YNL274C	-0.258471	9.44412e-05	5e-05	yes	66.1165	55.2717
YNL275W	0.0115255	0.830387	0.80195	no	22.8837	23.0672
YNL276C	3.37127	9.44412e-05	5e-05	yes	5.8251	60.2777
YNL277W	0.74391	9.44412e-05	5e-05	yes	31.4276	52.6321
YNL277W-A	0.092566	1	1	no	2.58343	2.75463
YNL278W	0.639183	9.44412e-05	5e-05	yes	15.2279	23.7166
YNL279W	1.07755	9.44412e-05	5e-05	yes	7.35939	15.5316
YNL280C	-0.116611	0.00856192	0.00555	yes	138.714	127.943
YNL281W	-0.331241	9.44412e-05	5e-05	yes	397.471	315.931
YNL282W	-0.226804	0.000360088	0.0002	yes	39.1597	33.4629
YNL283C	0.444656	9.44412e-05	5e-05	yes	108.439	147.585
YNL284C	0.224221	9.44412e-05	5e-05	yes	59.9646	70.0475
YNL284C-A	inf	1	1	no	0	32.2384
YNL284C-B	-1.97518	9.44412e-05	5e-05	yes	82.1584	20.896
YNL285W	0.249242	0.232366	0.1913	no	3.62432	4.3078
YNL286W	0.0470237	0.3693	0.3186	no	48.5719	50.1812
YNL287W	-0.0468827	0.32511	0.2765	no	95.8733	92.8078
YNL288W	-0.129241	0.00424532	0.00265	yes	122.274	111.797
YNL289W	0.0729977	0.140526	0.1109	no	73.0759	76.8685
YNL290W	0.06497	0.15998	0.1275	no	138.417	144.793
YNL291C	0.128258	0.00590201	0.00375	yes	39.1874	42.8308
YNL292W	-0.537742	9.44412e-05	5e-05	yes	58.409	40.2349
YNL293W	-0.00682572	0.893851	0.8739	no	46.4513	46.232
YNL294C	0.224309	9.44412e-05	5e-05	yes	97.8588	114.32
YNL295W	0.172633	0.000360088	0.0002	yes	25.964	29.2644
YNL296W	-3.96988	0.000360088	0.0002	yes	3.64163	0.232404
YNL297C	-0.0113661	0.827988	0.799	no	18.2788	18.1353
YNL298W	0.147868	0.00127754	0.00075	yes	27.4111	30.3696
YNL299W	-0.303357	9.44412e-05	5e-05	yes	9.56318	7.74966
YNL300W	-1.47402	9.44412e-05	5e-05	yes	891.489	320.917
YNL301C	-0.483219	9.44412e-05	5e-05	yes	807.64	577.769
YNL302C	-0.50945	9.44412e-05	5e-05	yes	6211.36	4363.42
YNL303W	0.308332	0.118412	0.092	no	23.6926	29.338
YNL304W	0.409875	9.44412e-05	5e-05	yes	27.8727	37.0309
YNL305C	0.312011	9.44412e-05	5e-05	yes	159.015	197.408
YNL306W	-0.0143839	0.768002	0.7334	no	243.163	240.75
YNL307C	0.0604712	0.182955	0.1476	no	140.686	146.708
YNL308C	-0.357419	9.44412e-05	5e-05	yes	97.0276	75.7358
YNL309W	0.352639	9.44412e-05	5e-05	yes	34.9555	44.6345
YNL310C	0.266187	9.44412e-05	5e-05	yes	115.238	138.588
YNL311C	-0.102885	0.0387186	0.02775	yes	16.0308	14.9274
YNL312W	0.116703	0.0103535	0.0068	yes	125.406	135.972
YNL313C	-0.332567	9.44412e-05	5e-05	yes	17.7746	14.1152
YNL314W	0.273578	9.44412e-05	5e-05	yes	41.5453	50.22
YNL315C	-0.430134	9.44412e-05	5e-05	yes	129.396	96.0365
YNL316C	-0.0842756	0.115058	0.0892	no	31.1468	29.3795
YNL317W	-0.00498422	0.925559	0.91155	no	37.0769	36.949
YNL318C	0.524746	1	1	no	0.154713	0.222583
YNL319W	-0.057842	0.850609	0.8245	no	2.22816	2.1406
YNL320W	0.176169	0.00018467	0.0001	yes	64.6456	73.0417
YNL321W	0.0587419	0.203524	0.16575	no	45.217	47.0961
YNL322C	0.134405	0.00371648	0.0023	yes	339.795	372.973
YNL323W	-0.0848518	0.0665575	0.0493	no	67.6819	63.816
YNL324W	-0.565032	0.257887	0.2144	no	3.05451	2.06467
YNL325C	0.321154	9.44412e-05	5e-05	yes	11.5339	14.4097
YNL326C	0.267477	9.44412e-05	5e-05	yes	28.6742	34.5151
YNL327W	-1.34084	9.44412e-05	5e-05	yes	152.652	60.2659
YNL328C	-0.257929	0.0322245	0.0228	yes	11.4715	9.59348
YNL329C	-0.140199	0.00215875	0.0013	yes	22.9167	20.7944
YNL330C	-0.00952213	0.846677	0.8204	no	116.937	116.168
YNL331C	0.12457	0.0232161	0.01605	yes	23.041	25.1189
YNL332W	2.2227	9.44412e-05	5e-05	yes	2.29742	10.7236
YNL333W	0.936868	9.44412e-05	5e-05	yes	21.9284	41.979
YNL334C	0.835439	9.44412e-05	5e-05	yes	13.3341	23.7934
YNL335W	0.1842	0.0298676	0.021	yes	13.5904	15.4413
YNL336W	0.290031	9.44412e-05	5e-05	yes	53.5042	65.4178
YNL337W	0.301905	1	1	no	0.479599	0.591236
YNL338W	0.424643	1	1	no	5.92633	7.95456
YNL339C	0.446705	9.44412e-05	5e-05	yes	24.5379	33.4433
YNL339W-A	0.0189349	0.913562	0.8975	no	77.6492	78.675
YNL339W-B	1.11743	9.44412e-05	5e-05	yes	50.8859	110.402
YNR001C	-0.038521	0.443837	0.39125	no	319.644	311.222
YNR001W-A	0.227646	1	1	no	4.0138	4.69985
YNR002C	-0.14205	0.00416931	0.0026	yes	58.7974	53.284
YNR003C	-0.684229	9.44412e-05	5e-05	yes	53.8464	33.5107
YNR003W-A	-0.019175	0.975531	0.97225	no	238.33	235.183
YNR004W	0.0455456	0.530498	0.4777	no	49.6664	51.2593
YNR005C	-0.418039	0.293703	0.24705	no	12.869	9.63167
YNR006W	0.222498	9.44412e-05	5e-05	yes	71.8301	83.8079
YNR007C	0.0560436	0.260787	0.21705	no	55.7094	57.9161
YNR008W	-0.208661	9.44412e-05	5e-05	yes	41.2797	35.721
YNR009W	0.351206	9.44412e-05	5e-05	yes	44.9358	57.3212
YNR010W	0.152356	0.0265137	0.0185	yes	46.3344	51.4953
YNR011C	0.0116875	0.823411	0.79345	no	18.8895	19.0431
YNR012W	-0.704103	9.44412e-05	5e-05	yes	23.1054	14.1827
YNR013C	-0.00442729	0.93152	0.9197	no	77.1763	76.9398
YNR014W	-0.484497	9.44412e-05	5e-05	yes	264.299	188.907
YNR015W	0.185892	9.44412e-05	5e-05	yes	72.3694	82.3216
YNR016C	-0.325617	9.44412e-05	5e-05	yes	123.359	98.4349
YNR017W	-0.177869	0.000273377	0.00015	yes	462.762	409.085
YNR018W	-0.456274	9.44412e-05	5e-05	yes	319.59	232.939
YNR019W	-0.0888579	0.049655	0.03615	yes	90.8129	85.3884
YNR020C	0.216055	9.44412e-05	5e-05	yes	63.1991	73.4091
YNR021W	0.0251788	0.606275	0.55715	no	172.522	175.56
YNR022C	-0.366089	9.44412e-05	5e-05	yes	189.385	146.941
YNR023W	0.113203	0.0226876	0.01565	yes	23.2194	25.1148
YNR024W	-0.339823	9.44412e-05	5e-05	yes	48.2504	38.1245
YNR025C	-0.0108002	0.929575	0.9165	no	47.8322	47.4754
YNR026C	-0.310733	9.44412e-05	5e-05	yes	45.9488	37.0454
YNR027W	-0.177431	9.44412e-05	5e-05	yes	69.0796	61.0855
YNR028W	-0.0810284	0.0867643	0.0657	no	84.1564	79.5601
YNR029C	-0.0294343	0.557351	0.5058	no	52.4242	51.3655
YNR030W	-0.17835	0.00018467	0.0001	yes	48.7211	43.0555
YNR031C	0.188355	9.44412e-05	5e-05	yes	26.4963	30.1916
YNR032C-A	0.250787	9.44412e-05	5e-05	yes	458.141	545.122
YNR032W	0.309334	9.44412e-05	5e-05	yes	63.4053	78.5677
YNR033W	-0.468599	9.44412e-05	5e-05	yes	53.4503	38.6267
YNR034W	-0.00913491	0.862891	0.83875	no	66.1148	65.6975
YNR034W-A	-2.31303	9.44412e-05	5e-05	yes	725.771	146.052
YNR035C	-0.199249	9.44412e-05	5e-05	yes	264.543	230.418
YNR036C	-0.163213	0.000273377	0.00015	yes	826.648	738.225
YNR037C	-0.211162	9.44412e-05	5e-05	yes	690.189	596.214
YNR038W	-0.684005	9.44412e-05	5e-05	yes	26.3628	16.4091
YNR039C	0.0458634	0.356729	0.3065	no	27.2927	28.1743
YNR040W	-0.784302	9.44412e-05	5e-05	yes	41.5298	24.1136
YNR041C	0.119969	0.0114184	0.00755	yes	92.1925	100.187
YNR042W	-1.11823	0.000447034	0.00025	yes	30.6348	14.1122
YNR043W	-0.178642	9.44412e-05	5e-05	yes	178.622	157.818
YNR044W	-0.34679	9.44412e-05	5e-05	yes	25.0158	19.6707
YNR045W	-0.199795	9.44412e-05	5e-05	yes	49.4888	43.0886
YNR046W	-0.534473	9.44412e-05	5e-05	yes	362.957	250.589
YNR047W	0.0769667	0.10852	0.0838	no	19.6789	20.7573
YNR048W	0.170874	0.00111475	0.00065	yes	24.2835	27.3369
YNR049C	0.0388037	0.437392	0.3851	no	102.885	105.69
YNR050C	-1.10295	9.44412e-05	5e-05	yes	214.817	100.011
YNR051C	-0.31737	9.44412e-05	5e-05	yes	149.801	120.22
YNR052C	-0.294256	9.44412e-05	5e-05	yes	109.034	88.916
YNR053C	-1.85235	9.44412e-05	5e-05	yes	50.0587	13.8633
YNR054C	-0.575619	9.44412e-05	5e-05	yes	43.1676	28.9654
YNR055C	-0.205385	9.44412e-05	5e-05	yes	85.2829	73.9665
YNR056C	-0.74991	9.44412e-05	5e-05	yes	17.9495	10.6735
YNR057C	0.646848	9.44412e-05	5e-05	yes	21.8437	34.2017
YNR058W	0.559655	9.44412e-05	5e-05	yes	11.5966	17.0924
YNR059W	-0.00611987	0.911239	0.8948	no	34.7349	34.5879
YNR060W	0.181552	9.44412e-05	5e-05	yes	23.7481	26.9328
YNR061C	-0.124755	0.0073835	0.00475	yes	146.02	133.923
YNR062C	-0.219474	0.00941647	0.00615	yes	9.56377	8.21411
YNR063W	-0.580249	9.44412e-05	5e-05	yes	3.85312	2.57715
YNR064C	-0.106487	0.178893	0.14405	no	13.7129	12.7372
YNR065C	-0.0729735	0.123638	0.0964	no	20.8745	19.8449
YNR066C	-1.22322	9.44412e-05	5e-05	yes	6.58105	2.81883
YNR067C	-1.34907	9.44412e-05	5e-05	yes	43.4795	17.0676
YNR068C	0.174463	0.0123387	0.0082	yes	17.8307	20.1228
YNR069C	-0.394063	9.44412e-05	5e-05	yes	8.1811	6.22568
YNR070W	-0.37659	9.44412e-05	5e-05	yes	9.11633	7.02191
YNR071C	0.153815	0.0477048	0.03465	yes	10.5749	11.7647
YNR072W	-0.768683	9.44412e-05	5e-05	yes	5.76871	3.38596
YNR073C	-0.00864219	0.903186	0.88565	no	11.685	11.6152
YNR074C	0.182531	9.44412e-05	5e-05	yes	43.7188	49.6153
YNR075C-A	-0.518317	0.00103333	0.0006	yes	1083.3	756.345
YNR075W	-0.942488	9.44412e-05	5e-05	yes	21.7198	11.3016
YNR076W	-0.218592	0.00538093	0.0034	yes	54.8932	47.1754
YNR077C	1.32506	1	1	no	0.533696	1.33714
YOL001W	-0.0381437	0.49738	0.444	no	38.0428	37.0502
YOL002C	-1.67011	9.44412e-05	5e-05	yes	238.604	74.9766
YOL003C	0.315474	9.44412e-05	5e-05	yes	35.4356	44.0968
YOL004W	0.103212	0.0238196	0.0165	yes	56.8611	61.078
YOL005C	0.317522	9.44412e-05	5e-05	yes	444.698	554.178
YOL006C	0.556159	9.44412e-05	5e-05	yes	28.2508	41.5386
YOL007C	-0.618373	9.44412e-05	5e-05	yes	79.3107	51.6634
YOL008W	0.00447929	0.941645	0.932	no	49.2851	49.4383
YOL009C	0.368874	9.44412e-05	5e-05	yes	35.529	45.8802
YOL010W	-1.20853	9.44412e-05	5e-05	yes	33.3319	14.423
YOL011W	-0.52944	9.44412e-05	5e-05	yes	32.5352	22.5411
YOL012C	0.00206211	0.967387	0.96285	no	456.199	456.852
YOL013C	0.211821	9.44412e-05	5e-05	yes	64.3562	74.5341
YOL013W-A	-0.68982	9.44412e-05	5e-05	yes	68.3832	42.3929
YOL013W-B	1.10033	1	1	no	1.36365	2.92371
YOL014W	-1.08002	9.44412e-05	5e-05	yes	187.967	88.9125
YOL015W	0.0874326	0.164338	0.1314	no	10.0082	10.6335
YOL016C	-0.858546	9.44412e-05	5e-05	yes	431.68	238.075
YOL017W	0.782768	9.44412e-05	5e-05	yes	6.131	10.5479
YOL018C	0.395427	9.44412e-05	5e-05	yes	83.9119	110.372
YOL019W	-0.39589	9.44412e-05	5e-05	yes	55.2864	42.0188
YOL019W-A	1.30209	1	1	no	0.772683	1.90533
YOL020W	-0.879267	9.44412e-05	5e-05	yes	92.3764	50.2198
YOL021C	-0.41321	9.44412e-05	5e-05	yes	49.8858	37.4618
YOL022C	-0.393908	9.44412e-05	5e-05	yes	76.3761	58.1272
YOL023W	0.289189	9.44412e-05	5e-05	yes	17.0641	20.8516
YOL024W	0.730801	9.44412e-05	5e-05	yes	1.86037	3.0874
YOL025W	0.316748	9.44412e-05	5e-05	yes	13.8788	17.2863
YOL026C	0.373138	9.44412e-05	5e-05	yes	440.164	570.087
YOL027C	-0.0660422	0.1513	0.12005	no	74.9224	71.57
YOL028C	-0.0387697	0.456863	0.40385	no	65.0799	63.3543
YOL029C	0.41879	9.44412e-05	5e-05	yes	108.841	145.499
YOL030W	0.083662	0.0757252	0.0566	no	257.646	273.029
YOL031C	0.218365	9.44412e-05	5e-05	yes	53.105	61.7831
YOL032W	-0.224226	9.44412e-05	5e-05	yes	76.3821	65.3872
YOL033W	0.0208795	0.718651	0.67735	no	18.0149	18.2775
YOL034W	0.557286	9.44412e-05	5e-05	yes	6.65523	9.79316
YOL035C	0.775322	9.44412e-05	5e-05	yes	136.443	233.533
YOL036W	0.12941	0.0108561	0.00715	yes	44.5295	48.7085
YOL037C	-0.81233	0.028312	0.01985	yes	20.0263	11.4042
YOL038C-A	0.372386	0.0325356	0.02305	yes	511.158	661.69
YOL038W	0.0487466	0.324285	0.27565	no	630.525	652.194
YOL039W	-0.153146	0.00207888	0.00125	yes	6407.93	5762.57
YOL040C	-0.263699	9.44412e-05	5e-05	yes	4893.98	4076.44
YOL041C	-0.483314	9.44412e-05	5e-05	yes	69.3998	49.6439
YOL042W	-0.209758	9.44412e-05	5e-05	yes	39.204	33.899
YOL043C	0.339037	9.44412e-05	5e-05	yes	40.7106	51.4953
YOL044W	0.0625879	0.274394	0.22955	no	22.8051	23.8162
YOL045W	-0.0408636	0.397933	0.3461	no	29.9886	29.1511
YOL046C	-1.31243	0.0610502	0.04495	no	1.91273	0.770142
YOL047C	1.0616	9.44412e-05	5e-05	yes	13.6922	28.5789
YOL048C	0.709967	9.44412e-05	5e-05	yes	63.5414	103.939
YOL049W	0.0560076	0.220269	0.1806	no	108.778	113.084
YOL050C	1.24012	9.44412e-05	5e-05	yes	59.1858	139.808
YOL051W	-0.055272	0.269617	0.2251	no	45.9695	44.2417
YOL052C	-0.521811	9.44412e-05	5e-05	yes	71.5377	49.8258
YOL052C-A	-2.47808	9.44412e-05	5e-05	yes	1307	234.585
YOL053W	0.235701	9.44412e-05	5e-05	yes	52.9864	62.3904
YOL054W	0.257876	9.44412e-05	5e-05	yes	41.6376	49.7868
YOL055C	0.165249	0.000447034	0.00025	yes	23.8566	26.7519
YOL056W	-0.428043	9.44412e-05	5e-05	yes	79.9594	59.4314
YOL057W	0.113944	0.0101369	0.00665	yes	53.563	57.9649
YOL058W	0.262981	9.44412e-05	5e-05	yes	67.3772	80.8496
YOL059W	-0.122701	0.00913162	0.00595	yes	315.187	289.489
YOL060C	-0.231935	9.44412e-05	5e-05	yes	76.523	65.1588
YOL061W	-0.728285	9.44412e-05	5e-05	yes	147.701	89.1553
YOL062C	-0.192509	9.44412e-05	5e-05	yes	142.38	124.594
YOL063C	0.00909798	0.857953	0.8329	no	21.6556	21.7926
YOL064C	0.0571314	0.215345	0.1762	no	149.231	155.259
YOL065C	0.0373493	0.463377	0.4106	no	42.5061	43.6209
YOL066C	0.0330466	0.510562	0.45725	no	29.1513	29.8267
YOL067C	-0.526214	9.44412e-05	5e-05	yes	84.4904	58.668
YOL068C	-0.134182	0.00278899	0.0017	yes	77.6841	70.7847
YOL069W	0.497663	9.44412e-05	5e-05	yes	16.9475	23.9287
YOL070C	0.426993	9.44412e-05	5e-05	yes	68.3448	91.8847
YOL071W	-0.015938	0.773455	0.7394	no	112.93	111.689
YOL072W	0.0315165	0.540596	0.48795	no	34.1288	34.8825
YOL073C	0.2966	9.44412e-05	5e-05	yes	88.2314	108.37
YOL075C	-0.0481032	0.354896	0.3046	no	9.85991	9.53658
YOL076W	-0.640453	9.44412e-05	5e-05	yes	16.636	10.6722
YOL077C	-0.9295	9.44412e-05	5e-05	yes	167.157	87.7642
YOL077W-A	0.169079	0.000532366	0.0003	yes	864.135	971.582
YOL078W	-0.0251737	0.637969	0.59125	no	9.28851	9.12784
YOL079W	-1.86162	9.44412e-05	5e-05	yes	32.0326	8.81432
YOL080C	-1.41885	9.44412e-05	5e-05	yes	31.4758	11.7723
YOL081W	-0.0779007	0.081364	0.06125	no	17.0548	16.1583
YOL082W	0.552611	9.44412e-05	5e-05	yes	92.4472	135.596
YOL083C-A	0.848553	0.117838	0.0915	no	39.9045	71.8558
YOL083W	0.86723	9.44412e-05	5e-05	yes	19.3657	35.3261
YOL084W	0.856414	9.44412e-05	5e-05	yes	3.48054	6.30163
YOL085C	0.375019	0.0191865	0.0131	yes	12.3582	16.0268
YOL085W-A	0.159501	0.446719	0.3942	no	37.8757	42.3035
YOL086C	0	1	1	no	0	0
YOL086W-A	0.807964	9.44412e-05	5e-05	yes	293.849	514.452
YOL087C	0.0165022	0.736087	0.6967	no	67.2767	68.0506
YOL088C	0.274899	9.44412e-05	5e-05	yes	85.0604	102.915
YOL089C	0.0346274	0.516729	0.4638	no	12.3242	12.6236
YOL090W	0.315555	9.44412e-05	5e-05	yes	23.1353	28.7916
YOL091W	0.46952	9.44412e-05	5e-05	yes	2.17211	3.00761
YOL092W	-0.183489	9.44412e-05	5e-05	yes	159.463	140.418
YOL093W	-0.222785	9.44412e-05	5e-05	yes	78.4598	67.233
YOL094C	-0.0700554	0.171131	0.13725	no	42.494	40.4799
YOL095C	0.282466	9.44412e-05	5e-05	yes	8.68396	10.5621
YOL096C	0.0443884	0.368844	0.31815	no	65.0507	67.0832
YOL097C	-0.58497	9.44412e-05	5e-05	yes	276.054	184.035
YOL097W-A	0.287427	0.0189839	0.01295	yes	97.4188	118.896
YOL098C	-0.313367	9.44412e-05	5e-05	yes	49.6462	39.9533
YOL099C	0.611444	9.44412e-05	5e-05	yes	53.0552	81.0571
YOL100W	-0.185723	0.00078492	0.00045	yes	18.675	16.4192
YOL101C	-0.501183	9.44412e-05	5e-05	yes	70.4001	49.7396
YOL102C	0.126213	0.0123387	0.0082	yes	57.7695	63.051
YOL103W	-0.0407801	0.39011	0.33865	no	65.3938	63.5712
YOL103W-A	inf	1	1	no	0	45.857
YOL103W-B	-2.44094	9.44412e-05	5e-05	yes	87.1444	16.0488
YOL104C	-2.61176	9.44412e-05	5e-05	yes	8.68568	1.42097
YOL105C	0.488442	9.44412e-05	5e-05	yes	54.1707	75.9976
YOL106W	0.547714	9.44412e-05	5e-05	yes	10.9998	16.0791
YOL107W	0.376003	9.44412e-05	5e-05	yes	24.0853	31.2565
YOL108C	0.61141	9.44412e-05	5e-05	yes	103.272	157.774
YOL109W	-2.56767	9.44412e-05	5e-05	yes	3761.08	634.407
YOL110W	1.57789	9.44412e-05	5e-05	yes	85.6151	255.589
YOL111C	0.166351	0.00018467	0.0001	yes	183.361	205.771
YOL112W	0.449455	9.44412e-05	5e-05	yes	42.8227	58.4755
YOL113W	0.0429064	0.360923	0.3106	no	66.2236	68.2227
YOL114C	1.16781	9.44412e-05	5e-05	yes	19.6098	44.0575
YOL115W	-0.182376	9.44412e-05	5e-05	yes	38.5262	33.9513
YOL116W	0.0572284	0.242584	0.20075	no	49.7425	51.7553
YOL117W	-0.0299142	0.606212	0.557	no	13.6608	13.3804
YOL118C	-0.789128	9.44412e-05	5e-05	yes	51.4025	29.7463
YOL119C	0.311702	9.44412e-05	5e-05	yes	39.645	49.2062
YOL120C	-0.291742	9.44412e-05	5e-05	yes	5718.27	4671.34
YOL121C	-0.436697	9.44412e-05	5e-05	yes	3723.45	2750.98
YOL122C	-0.111585	0.0143947	0.00965	yes	60.236	55.7526
YOL123W	-0.683315	9.44412e-05	5e-05	yes	273.59	170.374
YOL124C	-1.00846	9.44412e-05	5e-05	yes	42.2971	21.0249
YOL125W	-0.320432	9.44412e-05	5e-05	yes	37.8803	30.3356
YOL126C	0.299172	9.44412e-05	5e-05	yes	241.159	296.731
YOL127W	-0.339075	9.44412e-05	5e-05	yes	7577.01	5989.99
YOL128C	-0.132236	0.138941	0.1095	no	6.97953	6.36823
YOL129W	0.328492	9.44412e-05	5e-05	yes	452.79	568.569
YOL130W	-1.12601	9.44412e-05	5e-05	yes	79.8565	36.5888
YOL131W	-0.601525	9.44412e-05	5e-05	yes	12.7129	8.37851
YOL132W	0.593992	9.44412e-05	5e-05	yes	3.16351	4.77505
YOL133W	0.387296	9.44412e-05	5e-05	yes	316.644	414.151
YOL134C	0.158979	0.309821	0.26165	no	45.7962	51.1313
YOL135C	0.338242	9.44412e-05	5e-05	yes	53.5109	67.6493
YOL136C	-1.6023	9.44412e-05	5e-05	yes	119.052	39.2099
YOL137W	0.00315546	0.953476	0.94575	no	26.2725	26.33
YOL138C	0.102643	0.0261726	0.01825	yes	16.1719	17.3644
YOL139C	-0.349136	9.44412e-05	5e-05	yes	969.715	761.279
YOL140W	-0.0338936	0.575876	0.5249	no	19.8901	19.4283
YOL141W	-1.17645	9.44412e-05	5e-05	yes	2.0887	0.924119
YOL142W	0.144946	0.00176239	0.00105	yes	95.9314	106.07
YOL143C	-0.821756	9.44412e-05	5e-05	yes	1181.5	668.435
YOL144W	-0.514849	9.44412e-05	5e-05	yes	29.9602	20.9681
YOL145C	-0.0544823	0.247805	0.20545	no	47.1903	45.4414
YOL146W	0.428473	9.44412e-05	5e-05	yes	43.685	58.7916
YOL147C	-0.0588312	0.231984	0.19095	no	89.6571	86.0746
YOL148C	0.145398	0.00143963	0.00085	yes	33.8917	37.4854
YOL149W	-0.033634	0.499776	0.44675	no	103.422	101.039
YOL150C	0.882006	0.0114184	0.00755	yes	14.0014	25.8037
YOL151W	-0.0861275	0.0839983	0.0634	no	61.4967	57.9328
YOL152W	-1.37496	9.44412e-05	5e-05	yes	14.2161	5.48121
YOL153C	-0.608715	9.44412e-05	5e-05	yes	46.2463	30.3274
YOL154W	0.893148	9.44412e-05	5e-05	yes	34.9521	64.9139
YOL155C	-2.25105	9.44412e-05	5e-05	yes	146.667	30.8105
YOL155W-A	-0.988333	9.44412e-05	5e-05	yes	177.191	89.3147
YOL156W	0.882644	9.44412e-05	5e-05	yes	8.22907	15.1724
YOL157C	0.379527	9.44412e-05	5e-05	yes	10.1459	13.1989
YOL158C	-1.78561	9.44412e-05	5e-05	yes	191.35	55.5016
YOL159C	0.074382	0.17184	0.13795	no	77.4639	81.5625
YOL159C-A	-0.0916625	0.376961	0.3259	no	59.9181	56.2296
YOL160W	0.502334	0.00215875	0.0013	yes	5.78132	8.18926
YOL161C	-0.229585	0.101934	0.0782	no	11.102	9.46864
YOL162W	1.31965	9.44412e-05	5e-05	yes	8.46612	21.132
YOL163W	1.11858	9.44412e-05	5e-05	yes	14.1617	30.7498
YOL164W	0.234101	9.44412e-05	5e-05	yes	29.8738	35.1367
YOL164W-A	1.50536	9.44412e-05	5e-05	yes	81.6325	231.751
YOL165C	0.788888	9.44412e-05	5e-05	yes	14.1439	24.4369
YOL166C	2.4724	1	1	no	0.105208	0.58387
YOL166W-A	inf	1	1	no	0	0.248124
YOR001W	-0.699004	9.44412e-05	5e-05	yes	34.295	21.1256
YOR002W	0.0125622	0.794562	0.76225	no	88.0397	88.8096
YOR003W	0.607403	9.44412e-05	5e-05	yes	24.8459	37.8531
YOR004W	-1.23512	9.44412e-05	5e-05	yes	81.275	34.5262
YOR005C	0.076195	0.119494	0.09295	no	16.0593	16.9303
YOR006C	-0.083387	0.0823097	0.06205	no	63.0858	59.5428
YOR007C	-0.130852	0.00635277	0.00405	yes	551.175	503.383
YOR008C	-0.037887	0.427308	0.37485	no	206.407	201.057
YOR008C-A	-1.12225	9.44412e-05	5e-05	yes	22.0251	10.1178
YOR008W-B	-0.768524	0.00127754	0.00075	yes	280.309	164.546
YOR009W	-0.843164	9.44412e-05	5e-05	yes	53.6214	29.8896
YOR010C	0.156165	0.00575293	0.00365	yes	36.0273	40.146
YOR011W	0.392009	9.44412e-05	5e-05	yes	10.9297	14.3421
YOR011W-A	0.193975	1	1	no	2.30262	2.63399
YOR012W	-0.221054	0.0261123	0.0182	yes	38.7184	33.218
YOR013W	-0.35953	9.44412e-05	5e-05	yes	36.238	28.2446
YOR014W	-0.218501	9.44412e-05	5e-05	yes	101.163	86.9453
YOR015W	0.316955	9.44412e-05	5e-05	yes	233.613	291.012
YOR016C	0.165354	0.000867507	0.0005	yes	109.471	122.766
YOR017W	0.105494	0.0353701	0.02515	yes	15.0457	16.1871
YOR018W	0.0326693	0.496318	0.4429	no	44.5416	45.5617
YOR019W	0.377085	9.44412e-05	5e-05	yes	20.7264	26.9177
YOR020C	-0.3588	9.44412e-05	5e-05	yes	1613.99	1258.61
YOR020W-A	0.461761	9.44412e-05	5e-05	yes	444.913	612.745
YOR021C	-0.208861	9.44412e-05	5e-05	yes	271.214	234.66
YOR022C	0.0287261	0.59809	0.5478	no	14.6721	14.9672
YOR023C	0.220587	9.44412e-05	5e-05	yes	62.5984	72.9401
YOR024W	0.249479	1	1	no	1.7457	2.07525
YOR025W	-0.182959	0.00018467	0.0001	yes	42.095	37.0812
YOR026W	0.0251464	0.643541	0.5973	no	34.5439	35.1513
YOR027W	-0.126447	0.00745767	0.0048	yes	249.928	228.955
YOR028C	-0.726692	9.44412e-05	5e-05	yes	67.1848	40.5989
YOR029W	1.29036	9.44412e-05	5e-05	yes	6.6495	16.264
YOR030W	-0.0417669	0.419033	0.36695	no	20.3489	19.7683
YOR031W	0.477015	9.44412e-05	5e-05	yes	476.355	663.019
YOR032C	-1.1065	9.44412e-05	5e-05	yes	21.8547	10.1497
YOR032W-A	0.0407373	0.825637	0.7961	no	30.7951	31.677
YOR033C	0.285942	9.44412e-05	5e-05	yes	30.965	37.7527
YOR034C	0.147398	0.00160195	0.00095	yes	20.6117	22.8289
YOR034C-A	0.25441	0.011772	0.0078	yes	67.8486	80.933
YOR035C	-0.203727	9.44412e-05	5e-05	yes	41.4704	36.0089
YOR036W	-0.0598187	0.205679	0.1676	no	146.533	140.582
YOR037W	-0.102701	0.0486276	0.03535	yes	32.1335	29.9256
YOR038C	-0.00726207	0.894073	0.8748	no	17.5842	17.4959
YOR039W	-0.0977644	0.0335436	0.0238	yes	124.763	116.589
YOR040W	-0.0822163	0.126738	0.09905	no	40.279	38.0477
YOR041C	-0.144158	0.61163	0.5631	no	38.7776	35.0901
YOR042W	0.145411	0.00191892	0.00115	yes	209.699	231.937
YOR043W	0.0607532	0.184887	0.1493	no	123.872	129.199
YOR044W	0.43032	9.44412e-05	5e-05	yes	65.2482	87.924
YOR045W	-0.219756	9.44412e-05	5e-05	yes	4153.41	3566.58
YOR046C	-0.248348	9.44412e-05	5e-05	yes	134.476	113.21
YOR047C	0.0441551	0.358616	0.30845	no	66.5946	68.6643
YOR048C	-0.0369804	0.438849	0.38645	no	46.0375	44.8725
YOR049C	-1.08667	9.44412e-05	5e-05	yes	59.5062	28.0183
YOR050C	0.888071	9.44412e-05	5e-05	yes	85.4006	158.051
YOR051C	-0.394678	9.44412e-05	5e-05	yes	149.802	113.948
